,institution_name,classificationcode,sports,gender,exp,opexpperpart,opexpperteam,partic,rev
0,ASA College,12,All Track Combined,men,103912.0,621.0,17397.0,28.0,103912.0
1,ASA College,12,All Track Combined,women,0.0,0.0,0.0,0.0,0.0
2,ASA College,12,Baseball,men,228131.0,1013.0,64817.0,64.0,228131.0
3,ASA College,12,Baseball,women,0.0,0.0,0.0,0.0,0.0
4,ASA College,12,Basketball,men,166082.0,756.0,20413.0,27.0,166082.0
5,ASA College,12,Basketball,women,104302.0,1257.0,20110.0,16.0,104302.0
6,ASA College,12,Football,men,681680.0,1161.0,175277.0,151.0,681680.0
7,ASA College,12,Football,women,0.0,0.0,0.0,0.0,0.0
8,ASA College,12,Soccer,men,118517.0,279.0,13685.0,49.0,118517.0
9,ASA College,12,Soccer,women,146689.0,616.0,18475.0,30.0,146689.0
10,ASA College,12,Tennis,men,170963.0,464.0,15786.0,34.0,170963.0
11,ASA College,12,Tennis,women,139509.0,1660.0,16600.0,10.0,139509.0
12,Abilene Christian University,2,All Track Combined,men,538298.0,1797.0,132944.0,74.0,538298.0
13,Abilene Christian University,2,All Track Combined,women,562967.0,1751.0,122544.0,70.0,562967.0
14,Abilene Christian University,2,Baseball,men,891207.0,7758.0,271534.0,35.0,891207.0
15,Abilene Christian University,2,Baseball,women,0.0,0.0,0.0,0.0,0.0
16,Abilene Christian University,2,Basketball,men,1143099.0,23106.0,369690.0,16.0,1143099.0
17,Abilene Christian University,2,Basketball,women,1048516.0,26563.0,318755.0,12.0,1048516.0
18,Abilene Christian University,2,Football,men,3867984.0,5832.0,664798.0,114.0,3867984.0
19,Abilene Christian University,2,Football,women,0.0,0.0,0.0,0.0,0.0
20,Abilene Christian University,2,Golf,men,384518.0,9779.0,136907.0,14.0,384518.0
21,Abilene Christian University,2,Golf,women,0.0,0.0,0.0,0.0,0.0
22,Abilene Christian University,2,Soccer,men,0.0,0.0,0.0,0.0,0.0
23,Abilene Christian University,2,Soccer,women,606147.0,4407.0,110175.0,25.0,606147.0
24,Abilene Christian University,2,Softball,men,0.0,0.0,0.0,0.0,0.0
25,Abilene Christian University,2,Softball,women,740672.0,9952.0,208986.0,21.0,740672.0
26,Abilene Christian University,2,Tennis,men,323367.0,7644.0,76438.0,10.0,323367.0
27,Abilene Christian University,2,Tennis,women,393822.0,7927.0,63418.0,8.0,393822.0
28,Abilene Christian University,2,Volleyball,men,0.0,0.0,0.0,0.0,0.0
29,Abilene Christian University,2,Volleyball,women,615878.0,8451.0,126763.0,15.0,615878.0
30,Abraham Baldwin Agricultural College,12,Baseball,men,149436.0,2336.0,56056.0,24.0,149436.0
31,Abraham Baldwin Agricultural College,12,Baseball,women,0.0,0.0,0.0,0.0,0.0
32,Abraham Baldwin Agricultural College,12,Golf,men,52510.0,4011.0,28074.0,7.0,52510.0
33,Abraham Baldwin Agricultural College,12,Golf,women,0.0,0.0,0.0,0.0,0.0
34,Abraham Baldwin Agricultural College,12,Soccer,men,0.0,0.0,0.0,0.0,0.0
35,Abraham Baldwin Agricultural College,12,Soccer,women,81852.0,955.0,21008.0,22.0,81852.0
36,Abraham Baldwin Agricultural College,12,Softball,men,0.0,0.0,0.0,0.0,0.0
37,Abraham Baldwin Agricultural College,12,Softball,women,127386.0,3616.0,50625.0,14.0,127386.0
38,Abraham Baldwin Agricultural College,12,Tennis,men,69547.0,460.0,5057.0,11.0,69547.0
39,Abraham Baldwin Agricultural College,12,Tennis,women,79321.0,2814.0,16882.0,6.0,79321.0
40,Academy of Art University,5,All Track Combined,men,683795.0,1657.0,89496.0,54.0,683795.0
41,Academy of Art University,5,All Track Combined,women,652074.0,1295.0,82867.0,64.0,652074.0
42,Academy of Art University,5,Baseball,men,594979.0,3662.0,87884.0,24.0,594979.0
43,Academy of Art University,5,Baseball,women,0.0,0.0,0.0,0.0,0.0
44,Academy of Art University,5,Basketball,men,631203.0,5076.0,81217.0,16.0,631203.0
45,Academy of Art University,5,Basketball,women,765206.0,9236.0,129305.0,14.0,765206.0
46,Academy of Art University,5,Golf,men,214028.0,5977.0,41837.0,7.0,214028.0
47,Academy of Art University,5,Golf,women,297799.0,5780.0,46241.0,8.0,297799.0
48,Academy of Art University,5,Soccer,men,529378.0,2244.0,58341.0,26.0,529378.0
49,Academy of Art University,5,Soccer,women,574768.0,3552.0,78149.0,22.0,574768.0
50,Academy of Art University,5,Softball,men,0.0,0.0,0.0,0.0,0.0
51,Academy of Art University,5,Softball,women,495841.0,5229.0,104574.0,20.0,495841.0
52,Academy of Art University,5,Tennis,men,0.0,0.0,0.0,0.0,0.0
53,Academy of Art University,5,Tennis,women,284976.0,4251.0,34011.0,8.0,284976.0
54,Academy of Art University,5,Volleyball,men,0.0,0.0,0.0,0.0,0.0
55,Academy of Art University,5,Volleyball,women,562921.0,4901.0,58816.0,12.0,562921.0
56,Adams State University,4,All Track Combined,men,522248.0,860.0,121314.0,141.0,522248.0
57,Adams State University,4,All Track Combined,women,523180.0,1300.0,116966.0,90.0,523180.0
58,Adams State University,4,Baseball,men,183995.0,901.0,67580.0,75.0,183995.0
59,Adams State University,4,Baseball,women,0.0,0.0,0.0,0.0,0.0
60,Adams State University,4,Basketball,men,401891.0,3488.0,87196.0,25.0,401891.0
61,Adams State University,4,Basketball,women,438709.0,2234.0,84881.0,38.0,438709.0
62,Adams State University,4,Football,men,995999.0,1868.0,196148.0,105.0,995999.0
63,Adams State University,4,Football,women,0.0,0.0,0.0,0.0,0.0
64,Adams State University,4,Golf,men,0.0,0.0,0.0,0.0,0.0
65,Adams State University,4,Golf,women,52389.0,3541.0,17705.0,5.0,52389.0
66,Adams State University,4,Lacrosse,men,206306.0,3012.0,114469.0,38.0,206306.0
67,Adams State University,4,Lacrosse,women,112128.0,1849.0,38834.0,21.0,112128.0
68,Adams State University,4,Soccer,men,157459.0,1274.0,50966.0,40.0,157459.0
69,Adams State University,4,Soccer,women,184680.0,1317.0,40815.0,31.0,184680.0
70,Adams State University,4,Softball,men,0.0,0.0,0.0,0.0,0.0
71,Adams State University,4,Softball,women,335140.0,1987.0,87431.0,44.0,335140.0
72,Adams State University,4,Swimming,men,0.0,0.0,0.0,0.0,0.0
73,Adams State University,4,Swimming,women,110776.0,2386.0,31020.0,13.0,110776.0
74,Adams State University,4,Volleyball,men,0.0,0.0,0.0,0.0,0.0
75,Adams State University,4,Volleyball,women,461507.0,1935.0,69662.0,36.0,461507.0
76,Adams State University,4,Wrestling,men,301557.0,2197.0,57131.0,26.0,301557.0
77,Adams State University,4,Wrestling,women,0.0,0.0,0.0,0.0,0.0
78,Adelphi University,5,Baseball,men,517342.0,3912.0,152585.0,39.0,517342.0
79,Adelphi University,5,Baseball,women,0.0,0.0,0.0,0.0,0.0
80,Adelphi University,5,Basketball,men,733322.0,6196.0,111528.0,18.0,733322.0
81,Adelphi University,5,Basketball,women,468054.0,6000.0,77997.0,13.0,468054.0
82,Adelphi University,5,Bowling,men,0.0,0.0,0.0,0.0,0.0
83,Adelphi University,5,Bowling,women,160819.0,7360.0,58883.0,8.0,160819.0
84,Adelphi University,5,Field Hockey,men,0.0,0.0,0.0,0.0,0.0
85,Adelphi University,5,Field Hockey,women,318092.0,3305.0,69407.0,21.0,318092.0
86,Adelphi University,5,Golf,men,81969.0,3673.0,22037.0,6.0,81969.0
87,Adelphi University,5,Golf,women,74236.0,3516.0,17578.0,5.0,74236.0
88,Adelphi University,5,Lacrosse,men,688684.0,3342.0,150371.0,45.0,688684.0
89,Adelphi University,5,Lacrosse,women,598199.0,5313.0,143464.0,27.0,598199.0
90,Adelphi University,5,Soccer,men,608284.0,2981.0,86444.0,29.0,608284.0
91,Adelphi University,5,Soccer,women,447310.0,2816.0,73207.0,26.0,447310.0
92,Adelphi University,5,Softball,men,0.0,0.0,0.0,0.0,0.0
93,Adelphi University,5,Softball,women,451371.0,8529.0,136466.0,16.0,451371.0
94,Adelphi University,5,Swimming,men,189921.0,3265.0,52240.0,16.0,189921.0
95,Adelphi University,5,Swimming,women,154064.0,3265.0,39180.0,12.0,154064.0
96,Adelphi University,5,Tennis,men,181915.0,3184.0,22289.0,7.0,181915.0
97,Adelphi University,5,Tennis,women,184638.0,6219.0,37314.0,6.0,184638.0
98,Adelphi University,5,"Track and Field, Indoor",men,82142.0,362.0,10845.0,30.0,82142.0
99,Adelphi University,5,"Track and Field, Indoor",women,95605.0,362.0,9761.0,27.0,95605.0
100,Adelphi University,5,"Track and Field, Outdoor",men,92954.0,332.0,10303.0,31.0,92954.0
101,Adelphi University,5,"Track and Field, Outdoor",women,96793.0,332.0,10303.0,31.0,96793.0
102,Adelphi University,5,"Track and Field, X-Country",men,86534.0,3477.0,62590.0,18.0,86534.0
103,Adelphi University,5,"Track and Field, X-Country",women,68559.0,3477.0,48681.0,14.0,68559.0
104,Adelphi University,5,Volleyball,men,0.0,0.0,0.0,0.0,0.0
105,Adelphi University,5,Volleyball,women,420584.0,5520.0,82797.0,15.0,420584.0
106,Adirondack Community College,14,Baseball,men,20893.0,780.0,12480.0,16.0,20893.0
107,Adirondack Community College,14,Baseball,women,0.0,0.0,0.0,0.0,0.0
108,Adirondack Community College,14,Basketball,men,28304.0,1142.0,15985.0,14.0,28304.0
109,Adirondack Community College,14,Basketball,women,23430.0,1378.0,16537.0,12.0,23430.0
110,Adirondack Community College,14,Bowling,men,0.0,0.0,0.0,0.0,0.0
111,Adirondack Community College,14,Bowling,women,0.0,0.0,0.0,0.0,0.0
112,Adirondack Community College,14,Golf,men,6637.0,820.0,5737.0,7.0,6637.0
113,Adirondack Community College,14,Golf,women,0.0,0.0,0.0,0.0,0.0
114,Adirondack Community College,14,Soccer,men,25355.0,648.0,17487.0,27.0,25355.0
115,Adirondack Community College,14,Soccer,women,17395.0,474.0,9014.0,19.0,17395.0
116,Adirondack Community College,14,Softball,men,0.0,0.0,0.0,0.0,0.0
117,Adirondack Community College,14,Softball,women,20885.0,1291.0,12905.0,10.0,20885.0
118,Adirondack Community College,14,Tennis,men,6260.0,270.0,2157.0,8.0,6260.0
119,Adirondack Community College,14,Tennis,women,0.0,0.0,0.0,0.0,0.0
120,Adirondack Community College,14,"Track and Field, X-Country",men,4358.0,321.0,2246.0,7.0,4358.0
121,Adirondack Community College,14,"Track and Field, X-Country",women,4258.0,1123.0,2246.0,2.0,4258.0
122,Adirondack Community College,14,Volleyball,men,0.0,0.0,0.0,0.0,0.0
123,Adirondack Community College,14,Volleyball,women,12284.0,747.0,8222.0,11.0,12284.0
124,Adrian College,6,All Track Combined,men,53050.0,624.0,31200.0,50.0,53050.0
125,Adrian College,6,All Track Combined,women,49894.0,624.0,29330.0,47.0,49894.0
126,Adrian College,6,Baseball,men,178785.0,1518.0,83498.0,55.0,178785.0
127,Adrian College,6,Baseball,women,0.0,0.0,0.0,0.0,0.0
128,Adrian College,6,Basketball,men,105385.0,1073.0,26817.0,25.0,105385.0
129,Adrian College,6,Basketball,women,116305.0,1750.0,34993.0,20.0,116305.0
130,Adrian College,6,Bowling,men,39209.0,1552.0,15515.0,10.0,39209.0
131,Adrian College,6,Bowling,women,37645.0,1108.0,13298.0,12.0,37645.0
132,Adrian College,6,Equestrian,men,0.0,0.0,0.0,0.0,0.0
133,Adrian College,6,Equestrian,women,53871.0,1118.0,17881.0,16.0,53871.0
134,Adrian College,6,Football,men,356940.0,680.0,95258.0,140.0,356940.0
135,Adrian College,6,Football,women,0.0,0.0,0.0,0.0,0.0
136,Adrian College,6,Golf,men,25710.0,904.0,9040.0,10.0,25710.0
137,Adrian College,6,Golf,women,23144.0,904.0,8135.0,9.0,23144.0
138,Adrian College,6,Gymnastics,men,0.0,0.0,0.0,0.0,0.0
139,Adrian College,6,Gymnastics,women,56379.0,953.0,16206.0,17.0,56379.0
140,Adrian College,6,Ice Hockey,men,245177.0,5103.0,137776.0,27.0,245177.0
141,Adrian College,6,Ice Hockey,women,186762.0,4092.0,114579.0,28.0,186762.0
142,Adrian College,6,Lacrosse,men,68379.0,580.0,13334.0,23.0,68379.0
143,Adrian College,6,Lacrosse,women,64835.0,953.0,17158.0,18.0,64835.0
144,Adrian College,6,Soccer,men,76070.0,782.0,21104.0,27.0,76070.0
145,Adrian College,6,Soccer,women,90313.0,868.0,22565.0,26.0,90313.0
146,Adrian College,6,Softball,men,0.0,0.0,0.0,0.0,0.0
147,Adrian College,6,Softball,women,94092.0,1353.0,39233.0,29.0,94092.0
148,Adrian College,6,Tennis,men,22462.0,885.0,9735.0,11.0,22462.0
149,Adrian College,6,Tennis,women,28574.0,885.0,12390.0,14.0,28574.0
150,Adrian College,6,Volleyball,men,55759.0,1292.0,18092.0,14.0,55759.0
151,Adrian College,6,Volleyball,women,92706.0,1110.0,29973.0,27.0,92706.0
152,Adrian College,6,Wrestling,men,57469.0,1506.0,22595.0,15.0,57469.0
153,Adrian College,6,Wrestling,women,42548.0,741.0,6666.0,9.0,42548.0
154,Alabama A & M University,2,All Track Combined,men,232691.0,986.0,52260.0,53.0,232691.0
155,Alabama A & M University,2,All Track Combined,women,366033.0,923.0,67353.0,73.0,366033.0
156,Alabama A & M University,2,Baseball,men,516227.0,4443.0,155495.0,35.0,516227.0
157,Alabama A & M University,2,Baseball,women,0.0,0.0,0.0,0.0,0.0
158,Alabama A & M University,2,Basketball,men,824939.0,15111.0,226663.0,15.0,824939.0
159,Alabama A & M University,2,Basketball,women,869729.0,15096.0,226433.0,15.0,869729.0
160,Alabama A & M University,2,Bowling,men,0.0,0.0,0.0,0.0,0.0
161,Alabama A & M University,2,Bowling,women,85281.0,4888.0,29330.0,6.0,85281.0
162,Alabama A & M University,2,Football,men,2996306.0,5437.0,587221.0,108.0,2996306.0
163,Alabama A & M University,2,Football,women,0.0,0.0,0.0,0.0,0.0
164,Alabama A & M University,2,Golf,men,117942.0,2980.0,20858.0,7.0,117942.0
165,Alabama A & M University,2,Golf,women,0.0,0.0,0.0,0.0,0.0
166,Alabama A & M University,2,Soccer,men,0.0,0.0,0.0,0.0,0.0
167,Alabama A & M University,2,Soccer,women,426514.0,1585.0,39617.0,25.0,426514.0
168,Alabama A & M University,2,Softball,men,0.0,0.0,0.0,0.0,0.0
169,Alabama A & M University,2,Softball,women,355595.0,3726.0,93150.0,25.0,355595.0
170,Alabama A & M University,2,Tennis,men,79751.0,1964.0,15709.0,8.0,79751.0
171,Alabama A & M University,2,Tennis,women,160618.0,4711.0,28265.0,6.0,160618.0
172,Alabama A & M University,2,Volleyball,men,0.0,0.0,0.0,0.0,0.0
173,Alabama A & M University,2,Volleyball,women,326833.0,4844.0,87183.0,18.0,326833.0
174,Alabama Southern Community College,13,Baseball,men,336157.0,2357.0,77773.0,33.0,336157.0
175,Alabama Southern Community College,13,Baseball,women,0.0,0.0,0.0,0.0,0.0
176,Alabama Southern Community College,13,Basketball,men,274139.0,3464.0,72734.0,21.0,274139.0
177,Alabama Southern Community College,13,Basketball,women,238368.0,3123.0,49960.0,16.0,238368.0
178,Alabama Southern Community College,13,Softball,men,0.0,0.0,0.0,0.0,0.0
179,Alabama Southern Community College,13,Softball,women,278576.0,2230.0,55747.0,25.0,278576.0
180,Alabama State University,2,All Track Combined,men,377261.0,419.0,36029.0,86.0,377261.0
181,Alabama State University,2,All Track Combined,women,477126.0,398.0,36194.0,91.0,477126.0
182,Alabama State University,2,Baseball,men,621120.0,3028.0,102935.0,34.0,621120.0
183,Alabama State University,2,Baseball,women,0.0,0.0,0.0,0.0,0.0
184,Alabama State University,2,Basketball,men,815998.0,5384.0,86146.0,16.0,815998.0
185,Alabama State University,2,Basketball,women,716876.0,4112.0,69906.0,17.0,716876.0
186,Alabama State University,2,Bowling,men,0.0,0.0,0.0,0.0,0.0
187,Alabama State University,2,Bowling,women,162065.0,1832.0,16488.0,9.0,162065.0
188,Alabama State University,2,Football,men,2982550.0,1195.0,118339.0,99.0,2982550.0
189,Alabama State University,2,Football,women,0.0,0.0,0.0,0.0,0.0
190,Alabama State University,2,Golf,men,163188.0,2619.0,18331.0,7.0,163188.0
191,Alabama State University,2,Golf,women,123480.0,3671.0,18354.0,5.0,123480.0
192,Alabama State University,2,Soccer,men,0.0,0.0,0.0,0.0,0.0
193,Alabama State University,2,Soccer,women,405469.0,866.0,21658.0,25.0,405469.0
194,Alabama State University,2,Softball,men,0.0,0.0,0.0,0.0,0.0
195,Alabama State University,2,Softball,women,471552.0,2641.0,66026.0,25.0,471552.0
196,Alabama State University,2,Tennis,men,157526.0,1084.0,9752.0,9.0,157526.0
197,Alabama State University,2,Tennis,women,239936.0,1223.0,9783.0,8.0,239936.0
198,Alabama State University,2,Volleyball,men,0.0,0.0,0.0,0.0,0.0
199,Alabama State University,2,Volleyball,women,554169.0,1887.0,39627.0,21.0,554169.0
200,Albany College of Pharmacy and Health Sciences,20,Basketball,men,36975.0,1355.0,21675.0,16.0,36975.0
201,Albany College of Pharmacy and Health Sciences,20,Basketball,women,48880.0,3358.0,33580.0,10.0,48880.0
202,Albany College of Pharmacy and Health Sciences,20,Soccer,men,45648.0,1218.0,30448.0,25.0,45648.0
203,Albany College of Pharmacy and Health Sciences,20,Soccer,women,44091.0,1504.0,28583.0,19.0,44091.0
204,Albany College of Pharmacy and Health Sciences,20,"Track and Field, Outdoor",men,10068.0,479.0,4791.0,10.0,10068.0
205,Albany College of Pharmacy and Health Sciences,20,"Track and Field, Outdoor",women,10068.0,479.0,8145.0,17.0,10068.0
206,Albany College of Pharmacy and Health Sciences,20,"Track and Field, X-Country",men,22917.0,1086.0,7602.0,7.0,22917.0
207,Albany College of Pharmacy and Health Sciences,20,"Track and Field, X-Country",women,22917.0,1086.0,13032.0,12.0,22917.0
208,Albany State University,4,Baseball,men,266243.0,1431.0,54396.0,38.0,266243.0
209,Albany State University,4,Baseball,women,0.0,0.0,0.0,0.0,0.0
210,Albany State University,4,Basketball,men,174711.0,2476.0,37142.0,15.0,174711.0
211,Albany State University,4,Basketball,women,181742.0,2039.0,36704.0,18.0,181742.0
212,Albany State University,4,Football,men,1122237.0,1408.0,130941.0,93.0,1122237.0
213,Albany State University,4,Football,women,0.0,0.0,0.0,0.0,0.0
214,Albany State University,4,Golf,men,57398.0,1329.0,7972.0,6.0,57398.0
215,Albany State University,4,Golf,women,0.0,0.0,0.0,0.0,0.0
216,Albany State University,4,Softball,men,0.0,0.0,0.0,0.0,0.0
217,Albany State University,4,Softball,women,205822.0,2586.0,43969.0,17.0,205822.0
218,Albany State University,4,Tennis,men,0.0,0.0,0.0,0.0,0.0
219,Albany State University,4,Tennis,women,30326.0,1561.0,14047.0,9.0,30326.0
220,Albany State University,4,"Track and Field, Outdoor",men,72188.0,483.0,10151.0,21.0,72188.0
221,Albany State University,4,"Track and Field, Outdoor",women,81796.0,359.0,7533.0,21.0,81796.0
222,Albany State University,4,"Track and Field, X-Country",men,25615.0,584.0,4089.0,7.0,25615.0
223,Albany State University,4,"Track and Field, X-Country",women,24622.0,463.0,3240.0,7.0,24622.0
224,Albany State University,4,Volleyball,men,0.0,0.0,0.0,0.0,0.0
225,Albany State University,4,Volleyball,women,188487.0,2896.0,34755.0,12.0,188487.0
226,Albany Technical College,12,Basketball,men,92963.0,1605.0,33705.0,21.0,92963.0
227,Albany Technical College,12,Basketball,women,78350.0,2697.0,29667.0,11.0,78350.0
228,Albertus Magnus College,7,Baseball,men,70584.0,1054.0,33739.0,32.0,70584.0
229,Albertus Magnus College,7,Baseball,women,0.0,0.0,0.0,0.0,0.0
230,Albertus Magnus College,7,Basketball,men,60463.0,2185.0,37151.0,17.0,60463.0
231,Albertus Magnus College,7,Basketball,women,49713.0,1777.0,33759.0,19.0,49713.0
232,Albertus Magnus College,7,Golf,men,12606.0,666.0,3998.0,6.0,12606.0
233,Albertus Magnus College,7,Golf,women,0.0,0.0,0.0,0.0,0.0
234,Albertus Magnus College,7,Lacrosse,men,49841.0,1430.0,22876.0,16.0,49841.0
235,Albertus Magnus College,7,Lacrosse,women,37158.0,1593.0,19121.0,12.0,37158.0
236,Albertus Magnus College,7,Soccer,men,55603.0,1431.0,32921.0,23.0,55603.0
237,Albertus Magnus College,7,Soccer,women,47554.0,1448.0,26071.0,18.0,47554.0
238,Albertus Magnus College,7,Softball,men,0.0,0.0,0.0,0.0,0.0
239,Albertus Magnus College,7,Softball,women,55568.0,1897.0,32241.0,17.0,55568.0
240,Albertus Magnus College,7,Tennis,men,18107.0,1265.0,10123.0,8.0,18107.0
241,Albertus Magnus College,7,Tennis,women,15967.0,725.0,6524.0,9.0,15967.0
242,Albertus Magnus College,7,Volleyball,men,31010.0,1272.0,13995.0,11.0,31010.0
243,Albertus Magnus College,7,Volleyball,women,34413.0,2086.0,20862.0,10.0,34413.0
244,Albion College,6,Baseball,men,153336.0,1846.0,68289.0,37.0,153336.0
245,Albion College,6,Baseball,women,0.0,0.0,0.0,0.0,0.0
246,Albion College,6,Basketball,men,232025.0,1696.0,49170.0,29.0,232025.0
247,Albion College,6,Basketball,women,151016.0,1762.0,38766.0,22.0,151016.0
248,Albion College,6,Equestrian,men,0.0,0.0,0.0,0.0,0.0
249,Albion College,6,Equestrian,women,55601.0,405.0,8502.0,21.0,55601.0
250,Albion College,6,Football,men,449284.0,1146.0,118052.0,103.0,449284.0
251,Albion College,6,Football,women,0.0,0.0,0.0,0.0,0.0
252,Albion College,6,Golf,men,47826.0,1226.0,11030.0,9.0,47826.0
253,Albion College,6,Golf,women,48482.0,1154.0,11543.0,10.0,48482.0
254,Albion College,6,Lacrosse,men,197338.0,2352.0,79983.0,34.0,197338.0
255,Albion College,6,Lacrosse,women,126579.0,2685.0,42961.0,16.0,126579.0
256,Albion College,6,Soccer,men,138954.0,1799.0,46762.0,26.0,138954.0
257,Albion College,6,Soccer,women,105015.0,1095.0,27374.0,25.0,105015.0
258,Albion College,6,Softball,men,0.0,0.0,0.0,0.0,0.0
259,Albion College,6,Softball,women,142815.0,3160.0,47400.0,15.0,142815.0
260,Albion College,6,Swimming and Diving,men,123721.0,2466.0,73979.0,30.0,123721.0
261,Albion College,6,Swimming and Diving,women,85139.0,1575.0,44089.0,28.0,85139.0
262,Albion College,6,Tennis,men,51295.0,1557.0,14016.0,9.0,51295.0
263,Albion College,6,Tennis,women,48932.0,1366.0,12298.0,9.0,48932.0
264,Albion College,6,"Track and Field, Indoor",men,47075.0,525.0,24691.0,47.0,47075.0
265,Albion College,6,"Track and Field, Indoor",women,47125.0,457.0,23319.0,51.0,47125.0
266,Albion College,6,"Track and Field, Outdoor",men,70612.0,861.0,37036.0,43.0,70612.0
267,Albion College,6,"Track and Field, Outdoor",women,70687.0,874.0,34977.0,40.0,70687.0
268,Albion College,6,"Track and Field, X-Country",men,59229.0,629.0,17606.0,28.0,59229.0
269,Albion College,6,"Track and Field, X-Country",women,61277.0,809.0,17790.0,22.0,61277.0
270,Albion College,6,Volleyball,men,0.0,0.0,0.0,0.0,0.0
271,Albion College,6,Volleyball,women,109153.0,1247.0,33680.0,27.0,109153.0
272,Albright College,6,Baseball,men,40716.0,913.0,24653.0,27.0,40716.0
273,Albright College,6,Baseball,women,0.0,0.0,0.0,0.0,0.0
274,Albright College,6,Basketball,men,144397.0,2837.0,42550.0,15.0,144397.0
275,Albright College,6,Basketball,women,138513.0,2978.0,41692.0,14.0,138513.0
276,Albright College,6,Field Hockey,men,0.0,0.0,0.0,0.0,0.0
277,Albright College,6,Field Hockey,women,24724.0,695.0,16680.0,24.0,24724.0
278,Albright College,6,Football,men,530625.0,1486.0,215530.0,145.0,530625.0
279,Albright College,6,Football,women,0.0,0.0,0.0,0.0,0.0
280,Albright College,6,Golf,men,16183.0,639.0,7662.0,12.0,16183.0
281,Albright College,6,Golf,women,12776.0,742.0,5196.0,7.0,12776.0
282,Albright College,6,Lacrosse,men,131845.0,1122.0,34795.0,31.0,131845.0
283,Albright College,6,Lacrosse,women,107046.0,1537.0,41491.0,27.0,107046.0
284,Albright College,6,Soccer,men,59237.0,1102.0,26438.0,24.0,59237.0
285,Albright College,6,Soccer,women,97860.0,1372.0,32926.0,24.0,97860.0
286,Albright College,6,Softball,men,0.0,0.0,0.0,0.0,0.0
287,Albright College,6,Softball,women,48163.0,1310.0,23586.0,18.0,48163.0
288,Albright College,6,Swimming,men,23325.0,673.0,18854.0,28.0,23325.0
289,Albright College,6,Swimming,women,20082.0,673.0,16161.0,24.0,20082.0
290,Albright College,6,Tennis,men,8913.0,240.0,1680.0,7.0,8913.0
291,Albright College,6,Tennis,women,10824.0,382.0,3442.0,9.0,10824.0
292,Albright College,6,"Track and Field, Indoor",men,15825.0,278.0,5010.0,18.0,15825.0
293,Albright College,6,"Track and Field, Indoor",women,9672.0,278.0,3062.0,11.0,9672.0
294,Albright College,6,"Track and Field, Outdoor",men,14505.0,196.0,3722.0,19.0,14505.0
295,Albright College,6,"Track and Field, Outdoor",women,9161.0,196.0,2351.0,12.0,9161.0
296,Albright College,6,"Track and Field, X-Country",men,7538.0,278.0,2782.0,10.0,7538.0
297,Albright College,6,"Track and Field, X-Country",women,7212.0,516.0,2580.0,5.0,7212.0
298,Albright College,6,Volleyball,men,0.0,0.0,0.0,0.0,0.0
299,Albright College,6,Volleyball,women,20512.0,578.0,9242.0,16.0,20512.0
300,Alcorn State University,2,Baseball,men,293850.0,3071.0,64484.0,21.0,293850.0
301,Alcorn State University,2,Baseball,women,0.0,0.0,0.0,0.0,0.0
302,Alcorn State University,2,Basketball,men,465614.0,7839.0,109746.0,14.0,465614.0
303,Alcorn State University,2,Basketball,women,337965.0,6939.0,104079.0,15.0,337965.0
304,Alcorn State University,2,Football,men,2645152.0,3528.0,321054.0,91.0,2645152.0
305,Alcorn State University,2,Football,women,0.0,0.0,0.0,0.0,0.0
306,Alcorn State University,2,Golf,men,128085.0,4774.0,33419.0,7.0,128085.0
307,Alcorn State University,2,Golf,women,105881.0,4184.0,25104.0,6.0,105881.0
308,Alcorn State University,2,Soccer,men,0.0,0.0,0.0,0.0,0.0
309,Alcorn State University,2,Soccer,women,215847.0,1464.0,24880.0,17.0,215847.0
310,Alcorn State University,2,Softball,men,0.0,0.0,0.0,0.0,0.0
311,Alcorn State University,2,Softball,women,252355.0,3005.0,54090.0,18.0,252355.0
312,Alcorn State University,2,Tennis,men,136245.0,4654.0,32575.0,7.0,136245.0
313,Alcorn State University,2,Tennis,women,170380.0,3123.0,24985.0,8.0,170380.0
314,Alcorn State University,2,"Track and Field, Outdoor",men,133599.0,891.0,18707.0,21.0,133599.0
315,Alcorn State University,2,"Track and Field, Outdoor",women,99576.0,891.0,21379.0,24.0,99576.0
316,Alcorn State University,2,"Track and Field, X-Country",men,99588.0,2885.0,20192.0,7.0,99588.0
317,Alcorn State University,2,"Track and Field, X-Country",women,132594.0,2885.0,17307.0,6.0,132594.0
318,Alcorn State University,2,Volleyball,men,0.0,0.0,0.0,0.0,0.0
319,Alcorn State University,2,Volleyball,women,229585.0,1618.0,24277.0,15.0,229585.0
320,Alderson Broaddus University,4,All Track Combined,men,58049.0,378.0,26857.0,71.0,58677.0
321,Alderson Broaddus University,4,All Track Combined,women,149909.0,378.0,18157.0,48.0,150537.0
322,Alderson Broaddus University,4,Baseball,men,344160.0,2212.0,72984.0,33.0,353392.0
323,Alderson Broaddus University,4,Baseball,women,0.0,0.0,0.0,0.0,0.0
324,Alderson Broaddus University,4,Basketball,men,434660.0,1195.0,43014.0,36.0,441931.0
325,Alderson Broaddus University,4,Basketball,women,290813.0,1584.0,36427.0,23.0,291217.0
326,Alderson Broaddus University,4,Football,men,1557141.0,1311.0,224182.0,171.0,1590022.0
327,Alderson Broaddus University,4,Football,women,0.0,0.0,0.0,0.0,0.0
328,Alderson Broaddus University,4,Golf,men,65175.0,2702.0,43226.0,16.0,67012.0
